team,date,elo
South Africa,2023-10-13,1621.7
Uzbekistan,2023-10-13,1717.4
Netherlands,2023-10-13,1914.0
France,2023-10-13,2069.0
Austria,2023-10-13,1726.3
Belgium,2023-10-13,1943.2
Portugal,2023-10-13,1967.3
Bosnia and Herzegovina,2023-10-13,1470.6
Ivory Coast,2023-10-14,1725.1
Morocco,2023-10-14,1853.4
Mexico,2023-10-14,1899.3
Ghana,2023-10-14,1656.6
United States,2023-10-14,1843.3
Germany,2023-10-14,1872.0
Haiti,2023-10-15,1650.8
Norway,2023-10-15,1671.2
Spain,2023-10-15,1969.3
Croatia,2023-10-15,1893.1
Turkey,2023-10-15,1679.9
Czech Republic,2023-10-15,1675.7
Switzerland,2023-10-15,1784.3
Algeria,2023-10-16,1794.6
Egypt,2023-10-16,1765.0
Uzbekistan,2023-10-16,1727.1
Senegal,2023-10-16,1805.5
Netherlands,2023-10-16,1925.6
Austria,2023-10-16,1735.1
Belgium,2023-10-16,1927.1
Sweden,2023-10-16,1675.0
Bosnia and Herzegovina,2023-10-16,1463.2
Portugal,2023-10-16,1974.7
Panama,2023-10-17,1806.1
Curaçao,2023-10-17,1508.5
Ecuador,2023-10-17,1848.1
Colombia,2023-10-17,1890.3
Paraguay,2023-10-17,1655.5
Argentina,2023-10-17,2114.2
Uruguay,2023-10-17,1915.3
Brazil,2023-10-17,2000.5
DR Congo,2023-10-17,1618.4
Australia,2023-10-17,1824.8
New Zealand,2023-10-17,1647.2
Cape Verde,2023-10-17,1575.5
France,2023-10-17,2071.7
Scotland,2023-10-17,1738.7
Ivory Coast,2023-10-17,1719.9
South Africa,2023-10-17,1627.0
South Korea,2023-10-17,1813.1
Saudi Arabia,2023-10-17,1615.8
Mexico,2023-10-17,1898.5
Germany,2023-10-17,1872.8
United States,2023-10-17,1849.4
Ghana,2023-10-17,1650.6
Morocco,2023-10-17,1856.1
England,2023-10-17,1986.0
DR Congo,2023-11-15,1632.7
Belgium,2023-11-15,1930.9
Switzerland,2023-11-15,1772.1
Panama,2023-11-16,1838.6
United States,2023-11-16,1856.7
Ecuador,2023-11-16,1846.0
Colombia,2023-11-16,1910.9
Brazil,2023-11-16,1979.9
Argentina,2023-11-16,2063.4
Uruguay,2023-11-16,1966.2
Paraguay,2023-11-16,1662.0
Qatar,2023-11-16,1605.4
Japan,2023-11-16,1921.9
South Korea,2023-11-16,1816.9
Iran,2023-11-16,1847.7
Uzbekistan,2023-11-16,1742.4
Iraq,2023-11-16,1705.0
Jordan,2023-11-16,1669.8
Saudi Arabia,2023-11-16,1619.5
Australia,2023-11-16,1826.7
Egypt,2023-11-16,1767.0
Cape Verde,2023-11-16,1566.0
Algeria,2023-11-16,1795.5
Curaçao,2023-11-16,1505.7
Norway,2023-11-16,1672.3
Spain,2023-11-16,1971.0
Scotland,2023-11-16,1736.1
Austria,2023-11-16,1743.9
Sweden,2023-11-16,1623.4
Portugal,2023-11-16,1974.9
Bosnia and Herzegovina,2023-11-16,1434.9
Mexico,2023-11-17,1852.1
Ivory Coast,2023-11-17,1721.5
Tunisia,2023-11-17,1807.0
Ghana,2023-11-17,1655.4
New Zealand,2023-11-17,1636.3
England,2023-11-17,1986.4
Czech Republic,2023-11-17,1680.1
Canada,2023-11-18,1808.1
Senegal,2023-11-18,1807.8
South Africa,2023-11-18,1634.1
Germany,2023-11-18,1855.9
Turkey,2023-11-18,1696.8
France,2023-11-18,2072.0
Netherlands,2023-11-18,1928.0
Croatia,2023-11-18,1896.6
Switzerland,2023-11-18,1755.6
Egypt,2023-11-19,1775.4
DR Congo,2023-11-19,1601.1
Algeria,2023-11-19,1809.5
Scotland,2023-11-19,1727.3
Norway,2023-11-19,1681.1
Spain,2023-11-19,1974.6
Belgium,2023-11-19,1933.5
Sweden,2023-11-19,1628.8
Portugal,2023-11-19,1976.3
Bosnia and Herzegovina,2023-11-19,1417.2
Panama,2023-11-20,1848.1
United States,2023-11-20,1826.9
Ivory Coast,2023-11-20,1736.1
Curaçao,2023-11-20,1503.0
England,2023-11-20,1970.1
Czech Republic,2023-11-20,1684.3
Canada,2023-11-21,1777.5
Mexico,2023-11-21,1860.4
Ecuador,2023-11-21,1852.6
Paraguay,2023-11-21,1650.1
Colombia,2023-11-21,1922.8
Uruguay,2023-11-21,1969.8
Brazil,2023-11-21,1958.9
Argentina,2023-11-21,2084.3
Qatar,2023-11-21,1640.7
Japan,2023-11-21,1931.1
South Korea,2023-11-21,1842.6
Uzbekistan,2023-11-21,1742.7
Iran,2023-11-21,1847.4
Iraq,2023-11-21,1724.7
Jordan,2023-11-21,1627.6
Saudi Arabia,2023-11-21,1661.8
Australia,2023-11-21,1834.4
Senegal,2023-11-21,1797.0
South Africa,2023-11-21,1591.9
Cape Verde,2023-11-21,1582.2
Morocco,2023-11-21,1865.6
Tunisia,2023-11-21,1815.5
Ghana,2023-11-21,1627.2
Austria,2023-11-21,1759.5
Germany,2023-11-21,1840.4
New Zealand,2023-11-21,1636.6
Netherlands,2023-11-21,1928.6
France,2023-11-21,2057.6
Turkey,2023-11-21,1699.3
Croatia,2023-11-21,1897.9
Switzerland,2023-11-21,1731.9
Mexico,2023-12-16,1852.2
Colombia,2023-12-16,1931.1
Japan,2024-01-01,1933.6
Saudi Arabia,2024-01-04,1666.8
Iran,2024-01-05,1850.7
Qatar,2024-01-05,1627.6
Jordan,2024-01-05,1640.7
Algeria,2024-01-05,1817.8
DR Congo,2024-01-06,1598.2
Iraq,2024-01-06,1718.0
South Korea,2024-01-06,1849.3
Australia,2024-01-06,1840.1
Ivory Coast,2024-01-06,1739.6
Tunisia,2024-01-06,1807.1
Uzbekistan,2024-01-07,1748.1
Egypt,2024-01-07,1777.8
Senegal,2024-01-08,1797.9
Ghana,2024-01-08,1623.0
Japan,2024-01-09,1939.8
Jordan,2024-01-09,1634.4
Saudi Arabia,2024-01-09,1663.9
Algeria,2024-01-09,1821.9
Iran,2024-01-09,1854.9
South Africa,2024-01-10,1584.3
DR Congo,2024-01-10,1590.0
Saudi Arabia,2024-01-10,1667.9
Tunisia,2024-01-10,1811.1
Cape Verde,2024-01-10,1578.2
Morocco,2024-01-11,1868.0
Qatar,2024-01-12,1643.4
Sweden,2024-01-12,1631.7
Australia,2024-01-13,1848.2
Uzbekistan,2024-01-13,1735.5
Ivory Coast,2024-01-13,1749.7
Iran,2024-01-14,1868.9
Japan,2024-01-14,1947.7
Egypt,2024-01-14,1760.6
Ghana,2024-01-14,1594.8
Cape Verde,2024-01-14,1606.4
Iraq,2024-01-15,1732.9
South Korea,2024-01-15,1860.9
Jordan,2024-01-15,1672.0
Senegal,2024-01-15,1811.9
Algeria,2024-01-15,1804.5
Saudi Arabia,2024-01-16,1694.1
Tunisia,2024-01-16,1771.3
South Africa,2024-01-16,1561.6
Qatar,2024-01-17,1656.4
Morocco,2024-01-17,1875.4
DR Congo,2024-01-17,1591.0
Australia,2024-01-18,1856.4
Uzbekistan,2024-01-18,1750.7
Ivory Coast,2024-01-18,1710.8
Egypt,2024-01-18,1749.5
Ghana,2024-01-18,1605.9
Iran,2024-01-19,1871.0
Iraq,2024-01-19,1771.7
Japan,2024-01-19,1909.0
Cape Verde,2024-01-19,1637.2
Senegal,2024-01-19,1835.7
Jordan,2024-01-20,1684.4
South Korea,2024-01-20,1848.5
Algeria,2024-01-20,1796.0
Tunisia,2024-01-20,1769.9
United States,2024-01-20,1810.1
Saudi Arabia,2024-01-21,1709.0
South Africa,2024-01-21,1615.5
Morocco,2024-01-21,1858.6
DR Congo,2024-01-21,1607.8
Qatar,2024-01-22,1669.1
Ivory Coast,2024-01-22,1633.8
Cape Verde,2024-01-22,1645.0
Egypt,2024-01-22,1741.7
Ghana,2024-01-22,1596.6
Australia,2024-01-23,1849.0
Uzbekistan,2024-01-23,1758.1
Iran,2024-01-23,1881.8
Senegal,2024-01-23,1849.8
Algeria,2024-01-23,1752.5
Iraq,2024-01-24,1781.6
Japan,2024-01-24,1915.2
South Africa,2024-01-24,1625.9
Tunisia,2024-01-24,1759.5
DR Congo,2024-01-24,1597.6
Morocco,2024-01-24,1867.4
Jordan,2024-01-25,1651.3
South Korea,2024-01-25,1829.6
Saudi Arabia,2024-01-25,1700.9
Australia,2024-01-28,1859.4
Egypt,2024-01-28,1731.8
DR Congo,2024-01-28,1607.4
Iraq,2024-01-29,1747.6
Jordan,2024-01-29,1685.2
Qatar,2024-01-29,1681.6
Cape Verde,2024-01-29,1660.6
Ivory Coast,2024-01-29,1641.9
Senegal,2024-01-29,1841.7
Saudi Arabia,2024-01-30,1709.8
South Korea,2024-01-30,1820.7
Uzbekistan,2024-01-30,1772.5
Morocco,2024-01-30,1807.4
South Africa,2024-01-30,1686.0
Japan,2024-01-31,1925.8
Iran,2024-01-31,1864.2
Australia,2024-02-02,1831.6
South Korea,2024-02-02,1848.5
Jordan,2024-02-02,1702.4
DR Congo,2024-02-02,1643.7
Iran,2024-02-03,1893.5
Japan,2024-02-03,1896.4
Qatar,2024-02-03,1681.0
Uzbekistan,2024-02-03,1773.2
Cape Verde,2024-02-03,1662.5
South Africa,2024-02-03,1684.2
Ivory Coast,2024-02-03,1668.1
Jordan,2024-02-06,1754.8
South Korea,2024-02-06,1796.1
Qatar,2024-02-07,1713.8
Iran,2024-02-07,1860.7
Ivory Coast,2024-02-07,1684.5
DR Congo,2024-02-07,1627.3
South Africa,2024-02-07,1688.1
Qatar,2024-02-10,1745.0
Jordan,2024-02-10,1723.6
South Africa,2024-02-10,1683.8
DR Congo,2024-02-10,1631.6
Ivory Coast,2024-02-11,1706.0
South Africa,2024-03-21,1669.8
Cape Verde,2024-03-21,1672.4
Panama,2024-03-21,1813.5
Mexico,2024-03-21,1886.7
United States,2024-03-21,1826.5
Bosnia and Herzegovina,2024-03-21,1409.7
Qatar,2024-03-21,1752.4
Japan,2024-03-21,1898.9
South Korea,2024-03-21,1781.9
Iran,2024-03-21,1864.0
Uzbekistan,2024-03-21,1779.6
Iraq,2024-03-21,1749.5
Jordan,2024-03-21,1728.8
Saudi Arabia,2024-03-21,1717.3
Australia,2024-03-21,1835.0
Ecuador,2024-03-21,1858.9
Portugal,2024-03-21,1978.8
Sweden,2024-03-21,1629.1
Algeria,2024-03-22,1757.1
Egypt,2024-03-22,1739.2
New Zealand,2024-03-22,1629.3
Argentina,2024-03-22,2085.5
Turkey,2024-03-22,1693.6
Morocco,2024-03-22,1810.8
Netherlands,2024-03-22,1934.2
Scotland,2024-03-22,1721.7
Ghana,2024-03-22,1589.8
Norway,2024-03-22,1668.3
Czech Republic,2024-03-22,1697.0
Senegal,2024-03-22,1847.1
Spain,2024-03-22,1963.4
Colombia,2024-03-22,1942.3
Tunisia,2024-03-23,1765.2
Croatia,2024-03-23,1892.2
Canada,2024-03-23,1792.8
Switzerland,2024-03-23,1735.5
England,2024-03-23,1957.0
Brazil,2024-03-23,1972.0
France,2024-03-23,2031.7
Germany,2024-03-23,1866.2
Ivory Coast,2024-03-23,1699.7
Belgium,2024-03-23,1926.8
Austria,2024-03-23,1771.6
Panama,2024-03-24,1788.5
United States,2024-03-24,1853.1
Mexico,2024-03-24,1860.2
Ecuador,2024-03-24,1844.4
Cape Verde,2024-03-25,1684.2
Sweden,2024-03-25,1634.5
Algeria,2024-03-26,1749.7
South Africa,2024-03-26,1677.1
Egypt,2024-03-26,1720.1
Croatia,2024-03-26,1911.3
New Zealand,2024-03-26,1634.8
Tunisia,2024-03-26,1759.6
Qatar,2024-03-26,1762.6
South Korea,2024-03-26,1808.9
Uzbekistan,2024-03-26,1782.0
Iran,2024-03-26,1868.5
Iraq,2024-03-26,1760.2
Saudi Arabia,2024-03-26,1713.3
Jordan,2024-03-26,1730.9
Australia,2024-03-26,1839.3
Argentina,2024-03-26,2088.0
Austria,2024-03-26,1782.2
Turkey,2024-03-26,1683.0
Colombia,2024-03-26,1944.8
Czech Republic,2024-03-26,1698.8
England,2024-03-26,1953.4
Belgium,2024-03-26,1930.3
France,2024-03-26,2033.1
Germany,2024-03-26,1875.3
Netherlands,2024-03-26,1925.1
Ivory Coast,2024-03-26,1716.2
Uruguay,2024-03-26,1953.3
Morocco,2024-03-26,1802.4
Norway,2024-03-26,1663.4
Switzerland,2024-03-26,1743.1
Scotland,2024-03-26,1703.6
Senegal,2024-03-26,1849.0
Portugal,2024-03-26,1955.1
Spain,2024-03-26,1960.8
Brazil,2024-03-26,1974.6
Panama,2024-05-21,1795.6
Uruguay,2024-05-21,1946.8
Mexico,2024-05-31,1863.1
Uruguay,2024-05-31,1942.1
Croatia,2024-06-03,1913.0
England,2024-06-03,1954.2
Bosnia and Herzegovina,2024-06-03,1408.8
Germany,2024-06-03,1870.3
Scotland,2024-06-03,1704.2
Austria,2024-06-04,1788.5
Turkey,2024-06-04,1690.1
Portugal,2024-06-04,1956.6
Switzerland,2024-06-04,1744.8
Belgium,2024-06-05,1931.7
Sweden,2024-06-05,1630.2
France,2024-06-05,2033.7
Mexico,2024-06-05,1848.5
Uruguay,2024-06-05,1956.7
Norway,2024-06-05,1668.7
Spain,2024-06-05,1961.0
Tunisia,2024-06-05,1766.4
Curaçao,2024-06-05,1509.8
Netherlands,2024-06-06,1932.9
Canada,2024-06-06,1785.0
Egypt,2024-06-06,1729.2
Senegal,2024-06-06,1834.5
DR Congo,2024-06-06,1646.1
Algeria,2024-06-06,1717.3
Ghana,2024-06-06,1622.1
Qatar,2024-06-06,1746.8
Japan,2024-06-06,1901.6
South Korea,2024-06-06,1819.3
Uzbekistan,2024-06-06,1786.2
Iran,2024-06-06,1872.2
Iraq,2024-06-06,1779.8
Jordan,2024-06-06,1742.5
Saudi Arabia,2024-06-06,1718.6
Australia,2024-06-06,1842.6
Haiti,2024-06-06,1659.3
Panama,2024-06-06,1801.9
Czech Republic,2024-06-07,1701.3
England,2024-06-07,1935.0
Germany,2024-06-07,1873.5
Paraguay,2024-06-07,1654.3
Scotland,2024-06-07,1698.0
South Africa,2024-06-07,1685.0
Morocco,2024-06-07,1807.9
Ivory Coast,2024-06-07,1722.8
Belgium,2024-06-08,1932.9
Norway,2024-06-08,1661.3
Mexico,2024-06-08,1842.0
Brazil,2024-06-08,1981.1
Portugal,2024-06-08,1942.7
Croatia,2024-06-08,1926.9
Spain,2024-06-08,1962.0
Sweden,2024-06-08,1613.4
Switzerland,2024-06-08,1743.2
Austria,2024-06-08,1790.2
United States,2024-06-08,1833.9
Colombia,2024-06-08,1964.0
Cape Verde,2024-06-08,1654.1
Curaçao,2024-06-08,1536.3
Argentina,2024-06-09,2092.0
Ecuador,2024-06-09,1840.5
France,2024-06-09,2026.1
Canada,2024-06-09,1792.7
Bosnia and Herzegovina,2024-06-09,1408.1
Senegal,2024-06-09,1841.1
DR Congo,2024-06-09,1653.5
Tunisia,2024-06-09,1754.5
Haiti,2024-06-09,1666.3
Panama,2024-06-09,1807.2
Czech Republic,2024-06-10,1704.1
Netherlands,2024-06-10,1934.7
Turkey,2024-06-10,1682.6
Egypt,2024-06-10,1719.7
Algeria,2024-06-10,1730.2
Ghana,2024-06-10,1629.7
Paraguay,2024-06-11,1642.5
Portugal,2024-06-11,1944.7
South Africa,2024-06-11,1691.3
Cape Verde,2024-06-11,1662.6
Morocco,2024-06-11,1811.9
Ivory Coast,2024-06-11,1710.7
Qatar,2024-06-11,1749.6
Japan,2024-06-11,1907.6
South Korea,2024-06-11,1823.7
Iran,2024-06-11,1862.4
Uzbekistan,2024-06-11,1795.9
Iraq,2024-06-11,1784.8
Saudi Arabia,2024-06-11,1694.3
Jordan,2024-06-11,1766.9
Australia,2024-06-11,1851.3
Ecuador,2024-06-12,1845.3
United States,2024-06-12,1835.2
Brazil,2024-06-12,1979.8
Germany,2024-06-14,1889.5
Scotland,2024-06-14,1682.1
Argentina,2024-06-14,2094.3
Switzerland,2024-06-15,1782.4
Spain,2024-06-15,2001.4
Croatia,2024-06-15,1887.6
Colombia,2024-06-15,1966.9
Ecuador,2024-06-16,1849.5
England,2024-06-16,1948.4
Netherlands,2024-06-16,1944.4
Panama,2024-06-16,1790.8
Paraguay,2024-06-16,1658.9
Austria,2024-06-17,1779.9
France,2024-06-17,2036.3
Belgium,2024-06-17,1889.4
Turkey,2024-06-18,1713.2
Portugal,2024-06-18,1954.8
Czech Republic,2024-06-18,1694.1
New Zealand,2024-06-18,1658.1
Germany,2024-06-19,1902.6
Scotland,2024-06-19,1689.1
Switzerland,2024-06-19,1775.4
Croatia,2024-06-19,1868.9
Spain,2024-06-20,2018.4
England,2024-06-20,1936.2
Argentina,2024-06-20,2105.5
Canada,2024-06-20,1781.4
Austria,2024-06-21,1806.6
Netherlands,2024-06-21,1950.8
France,2024-06-21,2029.9
New Zealand,2024-06-21,1677.4
Belgium,2024-06-22,1904.7
Czech Republic,2024-06-22,1686.6
Turkey,2024-06-22,1695.7
Portugal,2024-06-22,1972.2
Ecuador,2024-06-22,1814.9
Mexico,2024-06-22,1861.1
Germany,2024-06-23,1888.2
Switzerland,2024-06-23,1789.7
Scotland,2024-06-23,1665.4
United States,2024-06-23,1842.3
Uruguay,2024-06-23,1977.5
Panama,2024-06-23,1770.0
Spain,2024-06-24,2022.0
Croatia,2024-06-24,1869.0
Colombia,2024-06-24,1974.2
Paraguay,2024-06-24,1651.7
Brazil,2024-06-24,1962.8
England,2024-06-25,1920.5
Netherlands,2024-06-25,1916.0
Austria,2024-06-25,1841.4
France,2024-06-25,2009.9
Canada,2024-06-25,1801.1
Argentina,2024-06-25,2109.6
Belgium,2024-06-26,1893.2
Portugal,2024-06-26,1904.9
Czech Republic,2024-06-26,1662.3
Turkey,2024-06-26,1720.1
Ecuador,2024-06-26,1844.4
Mexico,2024-06-26,1828.0
New Zealand,2024-06-27,1696.0
United States,2024-06-27,1805.9
Panama,2024-06-27,1806.4
Uruguay,2024-06-27,1984.8
Colombia,2024-06-28,1989.8
Paraguay,2024-06-28,1639.2
Brazil,2024-06-28,1975.3
Switzerland,2024-06-29,1835.8
Germany,2024-06-29,1905.1
Argentina,2024-06-29,2115.6
Canada,2024-06-29,1792.8
England,2024-06-30,1928.2
Spain,2024-06-30,2031.8
New Zealand,2024-06-30,1711.5
Mexico,2024-06-30,1829.2
Ecuador,2024-06-30,1843.3
France,2024-07-01,2026.8
Belgium,2024-07-01,1876.3
Portugal,2024-07-01,1891.3
United States,2024-07-01,1786.4
Uruguay,2024-07-01,2004.2
Panama,2024-07-01,1819.1
Netherlands,2024-07-02,1930.6
Austria,2024-07-02,1808.0
Turkey,2024-07-02,1753.5
Brazil,2024-07-02,1976.3
Colombia,2024-07-02,1988.7
Paraguay,2024-07-02,1618.0
Argentina,2024-07-04,2099.2
Ecuador,2024-07-04,1859.6
Germany,2024-07-05,1882.0
Spain,2024-07-05,2054.9
Portugal,2024-07-05,1900.6
France,2024-07-05,2017.5
Canada,2024-07-05,1794.2
England,2024-07-06,1921.7
Switzerland,2024-07-06,1842.3
Netherlands,2024-07-06,1943.9
Turkey,2024-07-06,1740.2
Uruguay,2024-07-06,2002.2
Brazil,2024-07-06,1978.3
Colombia,2024-07-06,2016.1
Panama,2024-07-06,1791.7
Spain,2024-07-09,2077.2
France,2024-07-09,1995.2
Argentina,2024-07-09,2110.3
Canada,2024-07-09,1783.2
Netherlands,2024-07-10,1917.3
England,2024-07-10,1948.3
Uruguay,2024-07-10,1978.2
Colombia,2024-07-10,2040.1
Canada,2024-07-13,1795.9
Uruguay,2024-07-13,1965.5
Spain,2024-07-14,2093.3
England,2024-07-14,1932.2
Argentina,2024-07-14,2130.3
Colombia,2024-07-14,2020.1
Jordan,2024-07-27,1759.8
Jordan,2024-08-29,1762.9
Uruguay,2024-09-01,1957.8
Tunisia,2024-09-05,1758.3
Algeria,2024-09-05,1742.2
Ghana,2024-09-05,1603.8
Portugal,2024-09-05,1913.4
Croatia,2024-09-05,1856.3
Scotland,2024-09-05,1640.0
Switzerland,2024-09-05,1813.4
Spain,2024-09-05,2081.0
Sweden,2024-09-05,1637.4
Argentina,2024-09-05,2133.3
Qatar,2024-09-05,1703.5
Uzbekistan,2024-09-05,1801.1
Iran,2024-09-05,1864.9
Iraq,2024-09-05,1793.9
South Korea,2024-09-05,1808.3
Jordan,2024-09-05,1746.7
Japan,2024-09-05,1913.8
Australia,2024-09-05,1815.8
Saudi Arabia,2024-09-05,1681.2
Morocco,2024-09-06,1819.2
Egypt,2024-09-06,1739.9
Cape Verde,2024-09-06,1642.5
Ivory Coast,2024-09-06,1721.5
DR Congo,2024-09-06,1665.4
South Africa,2024-09-06,1676.8
Senegal,2024-09-06,1825.8
Curaçao,2024-09-06,1509.2
Haiti,2024-09-06,1689.5
Belgium,2024-09-06,1882.7
France,2024-09-06,1945.6
Norway,2024-09-06,1653.2
Austria,2024-09-06,1808.0
Turkey,2024-09-06,1739.4
Colombia,2024-09-06,2008.1
Uruguay,2024-09-06,1940.8
Paraguay,2024-09-06,1635.0
Brazil,2024-09-06,1987.2
Ecuador,2024-09-06,1850.8
Mexico,2024-09-07,1841.0
New Zealand,2024-09-07,1699.7
United States,2024-09-07,1773.9
Canada,2024-09-07,1808.4
Germany,2024-09-07,1897.2
Netherlands,2024-09-07,1919.3
Bosnia and Herzegovina,2024-09-07,1406.1
Czech Republic,2024-09-07,1636.2
England,2024-09-07,1942.4
Tunisia,2024-09-08,1764.3
Portugal,2024-09-08,1917.5
Scotland,2024-09-08,1635.8
Croatia,2024-09-08,1863.5
Switzerland,2024-09-08,1794.1
Spain,2024-09-08,2100.4
Sweden,2024-09-08,1642.9
Morocco,2024-09-09,1820.7
Ghana,2024-09-09,1591.4
DR Congo,2024-09-09,1677.4
Senegal,2024-09-09,1830.8
Curaçao,2024-09-09,1532.6
Haiti,2024-09-09,1700.4
France,2024-09-09,1962.5
Belgium,2024-09-09,1865.8
Norway,2024-09-09,1676.4
Austria,2024-09-09,1784.9
Turkey,2024-09-09,1748.1
Mexico,2024-09-10,1840.1
Canada,2024-09-10,1809.4
United States,2024-09-10,1769.3
New Zealand,2024-09-10,1704.3
Egypt,2024-09-10,1757.1
Cape Verde,2024-09-10,1652.3
Algeria,2024-09-10,1758.6
Ivory Coast,2024-09-10,1726.2
South Africa,2024-09-10,1683.0
Bosnia and Herzegovina,2024-09-10,1422.6
Netherlands,2024-09-10,1912.6
Germany,2024-09-10,1904.0
Czech Republic,2024-09-10,1654.9
England,2024-09-10,1945.6
Colombia,2024-09-10,2029.5
Argentina,2024-09-10,2111.8
Ecuador,2024-09-10,1858.1
Uruguay,2024-09-10,1935.9
Paraguay,2024-09-10,1667.5
Brazil,2024-09-10,1954.8
Qatar,2024-09-10,1695.6
Uzbekistan,2024-09-10,1810.1
Iran,2024-09-10,1880.5
South Korea,2024-09-10,1834.4
Iraq,2024-09-10,1783.2
Jordan,2024-09-10,1763.6
Japan,2024-09-10,1934.1
Australia,2024-09-10,1806.3
Saudi Arabia,2024-09-10,1699.3
Cape Verde,2024-10-10,1617.3
Algeria,2024-10-10,1766.5
Ghana,2024-10-10,1581.8
DR Congo,2024-10-10,1684.5
France,2024-10-10,1966.9
Belgium,2024-10-10,1872.0
England,2024-10-10,1910.9
Austria,2024-10-10,1789.6
Norway,2024-10-10,1705.2
Colombia,2024-10-10,1994.9
Ecuador,2024-10-10,1844.5
Paraguay,2024-10-10,1681.1
Argentina,2024-10-10,2099.4
Brazil,2024-10-10,1964.4
Qatar,2024-10-10,1703.9
Uzbekistan,2024-10-10,1808.4
Iran,2024-10-10,1882.2
Jordan,2024-10-10,1731.1
South Korea,2024-10-10,1866.9
Iraq,2024-10-10,1788.8
Australia,2024-10-10,1812.4
Saudi Arabia,2024-10-10,1680.4
Japan,2024-10-10,1953.0
Tunisia,2024-10-11,1727.8
Egypt,2024-10-11,1762.3
Ivory Coast,2024-10-11,1732.9
South Africa,2024-10-11,1690.1
Senegal,2024-10-11,1834.7
Curaçao,2024-10-11,1520.9
Haiti,2024-10-11,1709.6
Bosnia and Herzegovina,2024-10-11,1418.6
Germany,2024-10-11,1908.0
Netherlands,2024-10-11,1906.3
Czech Republic,2024-10-11,1670.8
Turkey,2024-10-11,1751.8
Sweden,2024-10-11,1648.2
Uruguay,2024-10-11,1907.7
New Zealand,2024-10-11,1723.7
United States,2024-10-12,1781.0
Panama,2024-10-12,1780.0
Morocco,2024-10-12,1826.3
Croatia,2024-10-12,1868.8
Scotland,2024-10-12,1630.6
Portugal,2024-10-12,1936.8
Switzerland,2024-10-12,1767.8
Spain,2024-10-12,2104.1
England,2024-10-13,1920.1
Austria,2024-10-13,1808.8
Norway,2024-10-13,1685.9
New Zealand,2024-10-14,1728.9
Algeria,2024-10-14,1776.6
Curaçao,2024-10-14,1530.1
Haiti,2024-10-14,1718.1
Belgium,2024-10-14,1851.7
France,2024-10-14,1987.2
Bosnia and Herzegovina,2024-10-14,1403.3
Germany,2024-10-14,1922.3
Netherlands,2024-10-14,1892.0
Czech Republic,2024-10-14,1673.4
Turkey,2024-10-14,1771.2
Sweden,2024-10-14,1664.2
Canada,2024-10-15,1815.8
Panama,2024-10-15,1773.6
Mexico,2024-10-15,1848.6
United States,2024-10-15,1772.4
Tunisia,2024-10-15,1716.1
Morocco,2024-10-15,1831.2
Egypt,2024-10-15,1771.2
Cape Verde,2024-10-15,1593.3
Ghana,2024-10-15,1546.6
Ivory Coast,2024-10-15,1698.8
DR Congo,2024-10-15,1707.8
South Africa,2024-10-15,1678.9
Senegal,2024-10-15,1840.3
Scotland,2024-10-15,1641.2
Portugal,2024-10-15,1926.2
Croatia,2024-10-15,1863.2
Spain,2024-10-15,2109.2
Switzerland,2024-10-15,1764.0
Colombia,2024-10-15,2000.1
Paraguay,2024-10-15,1700.6
Uruguay,2024-10-15,1899.0
Ecuador,2024-10-15,1853.2
Argentina,2024-10-15,2102.6
Brazil,2024-10-15,1973.1
Uzbekistan,2024-10-15,1816.2
Iran,2024-10-15,1900.7
Qatar,2024-10-15,1685.5
Jordan,2024-10-15,1750.8
South Korea,2024-10-15,1877.5
Iraq,2024-10-15,1778.2
Japan,2024-10-15,1941.0
Australia,2024-10-15,1824.4
Saudi Arabia,2024-10-15,1670.8
Belgium,2024-11-14,1827.4
France,2024-11-14,1968.5
England,2024-11-14,1949.7
Austria,2024-11-14,1817.5
Norway,2024-11-14,1731.6
Panama,2024-11-14,1797.6
United States,2024-11-14,1794.4
Brazil,2024-11-14,1966.5
Ecuador,2024-11-14,1863.6
Paraguay,2024-11-14,1734.6
Argentina,2024-11-14,2068.6
Iran,2024-11-14,1905.5
Qatar,2024-11-14,1707.2
Uzbekistan,2024-11-14,1794.4
South Korea,2024-11-14,1887.0
Iraq,2024-11-14,1771.2
Jordan,2024-11-14,1757.8
Australia,2024-11-14,1811.9
Saudi Arabia,2024-11-14,1683.2
Tunisia,2024-11-14,1722.7
Algeria,2024-11-14,1771.7
Senegal,2024-11-14,1850.8
Portugal,2024-11-15,1934.9
Scotland,2024-11-15,1668.0
Croatia,2024-11-15,1836.5
Spain,2024-11-15,2118.6
Switzerland,2024-11-15,1758.1
Curaçao,2024-11-15,1546.7
Haiti,2024-11-15,1728.4
Mexico,2024-11-15,1809.7
Canada,2024-11-15,1828.3
Uruguay,2024-11-15,1919.0
Colombia,2024-11-15,1980.0
New Zealand,2024-11-15,1738.1
Japan,2024-11-15,1952.2
Morocco,2024-11-15,1850.9
Cape Verde,2024-11-15,1597.7
Egypt,2024-11-15,1766.8
Ghana,2024-11-15,1557.9
Ivory Coast,2024-11-15,1675.4
South Africa,2024-11-15,1704.0
Germany,2024-11-16,1924.8
Bosnia and Herzegovina,2024-11-16,1400.8
Netherlands,2024-11-16,1905.0
Czech Republic,2024-11-16,1674.5
Turkey,2024-11-16,1759.9
Sweden,2024-11-16,1677.8
DR Congo,2024-11-16,1682.0
